Atom id,Atom,x,y,z
a1,C,0.000000,-0.000000,0.000000
a2,H,0.000000,-0.890000,-0.629300
a3,H,0.000000,0.890000,-0.629300
a4,H,-0.890000,-0.000000,0.629300
a5,H,0.890000,-0.000000,0.629300
