Atom id,Atom,x,y,z
a1,C,1.249200,-0.281000,-0.000000
a2,C,-0.000000,0.602400,-0.000000
a3,C,-1.249200,-0.281000,-0.000000
a4,H,1.249200,-0.910300,0.890000
a5,H,1.249200,-0.910300,-0.890000
a6,H,2.139200,0.348300,-0.000000
a7,H,-0.000000,1.231700,0.890000
a8,H,-0.000000,1.231700,-0.890000
a9,H,-1.249200,-0.910300,0.890000
a10,H,-2.139200,0.348300,0.000000
a11,H,-1.249200,-0.910300,-0.890000
