Atom id,Atom,x,y,z
a1,O,-0.000000,-1.100800,-0.000000
a2,C,-1.096600,-0.325500,0.000000
a3,C,-0.706900,0.962000,0.000100
a4,C,0.706900,0.962000,0.000000
a5,C,1.096600,-0.325500,-0.000000
a6,H,-2.118100,-0.676200,-0.000300
a7,H,-1.350500,1.829200,-0.000400
a8,H,1.350500,1.829200,-0.000300
a9,H,2.118100,-0.676200,-0.000000
