x,y,z,Site,Atom,Bonded Atoms,Bond Ends
1.6531135023300954,0.0945984212000001,2.004031804850902,O1,O,9;,
1.5196918231460337,1.4932447784000005,4.217089427890692,O2,O,9;12;,
2.629118939937265,2.5355673632,2.081136429427783,O3,O,9;11;,
3.657138710934481,9.0941775548,0.3035994592714695,O4,O,49;,
4.318520838011545,3.787142022,3.661350961911341,O5,O,11;85;,
4.91823070849667,1.4133901576000003,2.720003318779084,O6,O,10;11;,
4.880138685563857,3.4926323196,1.1068300014596488,O7,O,11;72;,
0.0140361134812947,2.136477412,2.1513567125245854,O8,O,9;,
7.3525514281755004,2.4917938440000005,2.408314758268522,OH,O,87;,
1.4515641257973495,1.5726415172000003,2.609681746560822,T1,Si,0;1;2;7,1.6531135 ;0.09459842;2.0040318 ;N 1.51969182;1.49324478;4.21708943;N 2.62911894;2.53556736;2.08113643;N 0.01403611;2.13647741;2.15135671
5.095266639577933,0.2927697508000002,3.862804004472144,T2,Si,5;41;79,4.91823071;1.41339016;2.72000332;N 3.68521094;0.06346245;4.60631288;N 6.17973862;0.79167798;4.94407589
4.186373589376012,2.8091060700000003,2.3886083307817967,T3,Si,2;4;5;6,2.62911894;2.53556736;2.08113643;N 4.31852084;3.78714202;3.66135096;N 4.91823071;1.41339016;2.72000332;N 4.88013869;3.49263232;1.10683   
2.5079178322554534,0.8861848228000003,5.335020429986967,T4,Si,1;41;83,1.51969182;1.49324478;4.21708943;N 3.68521094;0.06346245;4.60631288;N 3.14570803;2.08702616;6.19711209
19.25918872463249,0.0945984212000001,2.2986816201982694,O1,O,21;,
19.392610403816555,1.4932447784000002,0.0856239971584786,O2,O,21;,
18.28318328702532,2.5355673632,2.221576995621388,O3,O,21;23;,
17.25516351602811,9.0941775548,3.999113965777701,O4,O,35;37;,
16.59378138895104,3.787142022,0.6413624631378293,O5,O,23;,
15.994071518465915,1.4133901576,1.5827101062700868,O6,O,22;23;,
16.03216354139873,3.4926323196,3.195883423589522,O7,O,23;60;,
13.559750798787087,2.4917938440000005,1.894398666780649,OH,O,99;,
19.46073810116524,1.5726415172,1.693031678488348,T1,Si,13;14;15;107,19.25918872; 0.09459842; 2.29868162;N 19.3926104 ; 1.49324478; 0.085624  ;N 18.28318329; 2.53556736; 2.221577  ;N 20.89826611; 2.13647741; 2.15135671
15.817035587384654,0.2927697508,0.4399094205770272,T2,Si,18,15.99407152; 1.41339016; 1.58271011
16.725928637586573,2.8091060700000003,1.9141050942673743,T3,Si,15;17;18;19,18.28318329; 2.53556736; 2.221577  ;N 16.59378139; 3.78714202; 0.64136246;N 15.99407152; 1.41339016; 1.58271011;N 16.03216354; 3.49263232; 3.19588342
18.460528848632315,0.8861848228000004,7.573119845160545,T4,Si,28;95;414,17.28323574; 0.06346245; 8.30182739;N 17.82273866; 2.08702616; 6.71102818;N 19.44875486; 1.49324478; 8.69105085
19.28726095159508,9.063041578800002,6.60139504524744,O1,O,34;224;,
19.420682630779144,7.6643952216,4.388337422207649,O2,O,34;37;,
18.311255513987916,6.6220726368000005,6.524290420670559,O3,O,34;36;,
17.283235742990698,0.0634624452000004,8.301827390826872,O4,O,24;422;,
16.62185361591363,5.370497978,4.944075888187,O5,O,36;60;,
16.022143745428508,7.7442498424,5.885423531319257,O6,O,35;36;,
16.06023576836132,5.665007680400001,7.498596848638694,O7,O,36;97;,
0.0421083404438843,7.021162588,6.454070137573757,O8,O,46;,
13.587823025749676,6.665846156000001,6.19711209182982,OH,O,62;,
19.48881032812783,7.584998482800001,5.995745103537518,T1,Si,25;26;27;132,19.28726095; 9.06304158; 6.60139505;N 19.42068263; 7.66439522; 4.38833742;N 18.31125551; 6.62207264; 6.52429042;N 20.92633834; 7.02116259; 6.45407014
15.845107814347244,8.8648702492,4.742622845626198,T2,Si,16;30;54;294,17.25516352; 9.09417755; 3.99911397;N 16.02214375; 7.74424984; 5.88542353;N 14.76063584; 8.36596202; 3.66135096;N 15.35032591;10.24382768; 5.40954343
16.754000864549162,6.348533929999999,6.216818519316545,T3,Si,27;29;30;31,18.31125551; 6.62207264; 6.52429042;N 16.62185362; 5.37049798; 4.94407589;N 16.02214375; 7.74424984; 5.88542353;N 16.06023577; 5.66500768; 7.49859685
18.43245662166973,8.2714551772,3.270406420111374,T4,Si,16;26;58;213,17.25516352; 9.09417755; 3.99911397;N 19.42068263; 7.66439522; 4.38833742;N 17.79466643; 7.07061384; 2.40831476;N 19.25918872; 9.25223842; 2.29868162
1.681185729292685,9.063041578800002,6.306745229900073,O1,O,46;212;,
1.5477640501086234,7.664395221600001,8.519802852939863,O2,O,46;449;,
2.6571911668998545,6.6220726368000005,6.383849854476954,O3,O,46;48;,
3.685210937897069,0.0634624452000002,4.60631288432064,O4,O,10;12;,
4.346593064974135,5.370497978000001,7.964064386960512,O5,O,48;472;,
4.9463029354592605,7.7442498424,7.022716743828255,O6,O,47;48;,
4.908210912526446,5.6650076804000005,5.409543426508819,O7,O,48;85;,
7.3806236551380895,6.665846156000001,6.711028183317692,OH,O,74;,
1.4796363527599392,7.584998482800001,6.912395171609994,T1,Si,32;38;39;40,0.04210834;7.02116259;6.45407014;N 1.68118573;9.06304158;6.30674523;N 1.54776405;7.66439522;8.51980285;N 2.65719117;6.62207264;6.38384985
5.123338866540524,8.8648702492,8.165517429521314,T2,Si,43;281;403;467, 4.94630294; 7.74424984; 7.02271674;N  5.61812077;10.24382768; 7.49859685;N  3.71328316; 9.09417755; 8.90902631;N  6.20781084; 8.36596202; 9.24678931
