0
"[32.048306312145414, 22.5579701862, 11.669640331795971, 32.76879849782292, 22.3252954258, 10.250028585432991, 32.95190961125629, 20.749830000000003, 9.974625073602606, 32.76879849782292, 19.1743645742, 10.250028585432991, 32.048306312145414, 18.9416898138, 11.669640331795971, 31.327814126467903, 19.1743645742, 13.089252078158951, 31.144703013034537, 20.749830000000003, 13.364655589989336, 31.327814126467903, 22.3252954258, 13.089252078158951]"
"[7.984496312145417, 22.5579701862, 11.669640331795971, 8.704988497822928, 22.3252954258, 10.250028585432991, 8.888099611256296, 20.749830000000003, 9.974625073602606, 8.704988497822928, 19.1743645742, 10.250028585432991, 7.984496312145417, 18.9416898138, 11.669640331795971, 7.264004126467908, 19.1743645742, 13.089252078158951, 7.080893013034538, 20.749830000000003, 13.364655589989336, 7.264004126467908, 22.3252954258, 13.089252078158951]"
"[32.048306312145414, 8.724750186200001, 11.669640331795971, 32.76879849782292, 8.492075425800001, 10.250028585432991, 32.95190961125629, 6.916610000000001, 9.974625073602606, 32.76879849782292, 5.3411445742, 10.250028585432991, 32.048306312145414, 5.108469813800001, 11.669640331795971, 31.327814126467903, 5.3411445742, 13.089252078158951, 31.144703013034537, 6.916610000000001, 13.364655589989336, 31.327814126467903, 8.492075425800003, 13.089252078158951]"
"[19.11279801303454, 13.833220000000004, 13.364655589989336, 19.2959091264679, 12.257754574200002, 13.089252078158951, 20.01640131214541, 12.025079813800003, 11.669640331795971, 20.736893497822926, 12.2577545742, 10.250028585432991, 20.920004611256296, 13.83322, 9.974625073602606, 20.736893497822926, 15.408685425800002, 10.250028585432991, 20.01640131214541, 15.641360186200004, 11.669640331795971, 19.2959091264679, 15.408685425800003, 13.089252078158951]"
"[7.984496312145415, 8.724750186200001, 11.669640331795971, 8.704988497822926, 8.492075425800001, 10.250028585432991, 8.888099611256294, 6.916610000000001, 9.974625073602606, 8.704988497822926, 5.3411445742, 10.250028585432991, 7.984496312145415, 5.108469813800001, 11.669640331795971, 7.264004126467906, 5.3411445742, 13.089252078158951, 7.080893013034537, 6.916610000000001, 13.364655589989336, 7.264004126467906, 8.492075425800003, 13.089252078158951]"
"[38.38728590737628, 24.456717963400003, 18.7171695209742, 37.53565318782189, 23.6296297396, 17.62722511398445, 36.040554468218126, 24.208135, 17.504460497693955, 34.54545574861436, 24.7866402604, 17.381695881403463, 34.57183609517092, 26.3365142292, 16.939299816425077, 35.47527260892611, 27.66644, 17.015385871388386, 36.23676009099432, 27.66644, 18.431846814861785, 36.649616196635904, 27.66644, 19.98414237179728, 37.52421557910498, 26.358370716800003, 20.30225676724204, 38.411535683061125, 25.0204216784, 20.22360339140574]"
"[33.81082479899789, 24.6467864062, 18.80807601915889, 33.655844973797585, 24.8206699816, 20.40179879927226, 33.155182859231054, 26.324617660000005, 20.699141234926422, 33.793500450859845, 27.666440000000005, 21.31483145883198, 35.35906476149744, 27.666440000000005, 20.941636361021143, 36.649616196635904, 27.66644, 19.98414237179728, 36.23676009099432, 27.66644, 18.431846814861785, 35.47527260892611, 27.66644, 17.015385871388386, 34.57183609517092, 26.3365142292, 16.939299816425077, 34.54545574861436, 24.7866402604, 17.381695881403463]"
"[35.07721969730325, 24.524915738000004, 21.09999338032361, 33.655844973797585, 24.8206699816, 20.40179879927226, 33.155182859231054, 26.324617660000005, 20.699141234926422, 33.793500450859845, 27.666440000000005, 21.31483145883198, 35.35906476149744, 27.666440000000005, 20.941636361021143, 36.649616196635904, 27.66644, 19.98414237179728, 37.52421557910498, 26.358370716800003, 20.30225676724204, 38.411535683061125, 25.0204216784, 20.22360339140574, 37.70034812302927, 23.966468646600006, 21.21050487426572, 36.22802514703808, 23.616903177200005, 21.76376252239617]"
"[37.70034812302927, 23.966468646600006, 21.21050487426572, 36.22802514703808, 23.616903177200005, 21.76376252239617, 35.07721969730325, 24.524915738000004, 21.09999338032361, 33.655844973797585, 24.8206699816, 20.40179879927226, 33.81082479899789, 24.6467864062, 18.80807601915889, 34.54545574861436, 24.7866402604, 17.381695881403463, 36.040554468218126, 24.208135, 17.504460497693955, 37.53565318782189, 23.6296297396, 17.62722511398445, 38.38728590737628, 24.456717963400003, 18.7171695209742, 38.411535683061125, 25.0204216784, 20.22360339140574]"
"[35.99169364038766, 22.061634252600005, 21.4280269700504, 35.33148011898941, 20.749830000000006, 20.77347684383996, 35.51250257160423, 20.749830000000003, 19.175436296803824, 36.60583632751014, 20.749830000000003, 17.99353512399953, 37.50927284126532, 22.0797557708, 18.06962117896284, 37.53565318782189, 23.6296297396, 17.62722511398445, 38.38728590737628, 24.456717963400003, 18.7171695209742, 38.411535683061125, 25.0204216784, 20.22360339140574, 37.70034812302927, 23.966468646600006, 21.21050487426572, 36.22802514703808, 23.616903177200005, 21.76376252239617]"
"[33.69382302905997, 23.9595520366, 16.29175147441372, 33.66957325337512, 23.3958483216, 14.785317603982175, 34.55689335733126, 22.0578992832, 14.706664228145874, 35.43149273980034, 20.749830000000003, 15.024778623590633, 35.84434884544193, 20.749830000000003, 16.57707418052613, 36.60583632751014, 20.749830000000003, 17.99353512399953, 37.50927284126532, 22.0797557708, 18.06962117896284, 37.53565318782189, 23.6296297396, 17.62722511398445, 36.040554468218126, 24.208135, 17.504460497693955, 34.54545574861436, 24.7866402604, 17.381695881403463]"
"[32.54298526093044, 23.789403430600004, 20.94548734233064, 31.68128760305275, 23.39709331140001, 22.247702506955747, 32.285759963275275, 22.067859201600005, 22.925591913829777, 33.172610994692185, 20.749830000000006, 22.67761205677911, 33.77358023539821, 20.749830000000006, 21.183548005099272, 35.33148011898941, 20.749830000000006, 20.77347684383996, 35.99169364038766, 22.061634252600005, 21.4280269700504, 36.22802514703808, 23.616903177200005, 21.76376252239617, 35.07721969730325, 24.524915738000004, 21.09999338032361, 33.655844973797585, 24.8206699816, 20.40179879927226]"
"[34.38076081340699, 17.049858646600004, 13.798416121122193, 35.85308378939817, 16.700293177200003, 13.245158472991744, 37.003889239133, 17.608305738, 13.908927615064298, 38.42526396263866, 17.904059981600003, 14.607122196115652, 38.92592607720519, 19.408007660000003, 14.309779760461492, 38.2876084855764, 20.749830000000003, 13.694089536555936, 36.72204417493881, 20.749830000000003, 14.067284634366771, 35.43149273980034, 20.749830000000003, 15.024778623590633, 34.55689335733126, 19.4417607168, 14.706664228145874, 33.66957325337512, 18.103811678400003, 14.785317603982175]"
"[35.83509853331297, 16.9023965214, 11.647117925955603, 35.85308378939817, 16.700293177200003, 13.245158472991744, 37.003889239133, 17.608305738, 13.908927615064298, 38.42526396263866, 17.904059981600003, 14.607122196115652, 38.92592607720519, 19.408007660000003, 14.309779760461492, 38.2876084855764, 20.749830000000003, 13.694089536555936, 38.41692022374647, 20.749830000000003, 12.087646848480905, 37.22001968254677, 20.749830000000003, 11.00797172498314, 36.33316865112986, 19.4318007984, 11.255951582033804, 35.72869629090734, 18.1025666886, 10.578062175159776]"
"[38.92592607720519, 19.408007660000003, 14.309779760461492, 38.42526396263866, 17.904059981600003, 14.607122196115652, 38.27028413743836, 17.7301764062, 16.20084497622903, 37.53565318782189, 17.8700302604, 17.62722511398445, 37.50927284126532, 19.4199042292, 18.06962117896284, 36.60583632751014, 20.749830000000003, 17.99353512399953, 35.84434884544193, 20.749830000000003, 16.57707418052613, 35.43149273980034, 20.749830000000003, 15.024778623590633, 36.72204417493881, 20.749830000000003, 14.067284634366771, 38.2876084855764, 20.749830000000003, 13.694089536555936]"
